t,action_id,action_name
0,0,NONE
1,0,NONE
2,0,NONE
3,0,NONE
4,0,NONE
5,0,NONE
6,0,NONE
7,0,NONE
8,0,NONE
9,0,NONE
10,0,NONE
11,0,NONE
12,0,NONE
13,0,NONE
14,0,NONE
15,0,NONE
16,0,NONE
17,0,NONE
18,0,NONE
19,0,NONE
20,0,NONE
21,0,NONE
22,0,NONE
23,0,NONE
24,0,NONE
25,0,NONE
26,0,NONE
27,0,NONE
28,0,NONE
29,0,NONE
30,0,NONE
31,0,NONE
32,0,NONE
33,0,NONE
34,0,NONE
35,0,NONE
36,0,NONE
37,0,NONE
38,0,NONE
39,0,NONE
40,0,NONE
41,0,NONE
42,0,NONE
43,0,NONE
44,0,NONE
45,0,NONE
46,0,NONE
47,0,NONE
48,0,NONE
49,0,NONE
50,0,NONE
51,0,NONE
52,0,NONE
53,0,NONE
54,0,NONE
55,0,NONE
56,0,NONE
57,0,NONE
58,0,NONE
59,0,NONE
60,0,NONE
61,0,NONE
62,0,NONE
63,0,NONE
64,0,NONE
65,0,NONE
66,0,NONE
67,0,NONE
68,0,NONE
69,0,NONE
70,0,NONE
71,0,NONE
72,0,NONE
73,0,NONE
74,0,NONE
75,0,NONE
76,0,NONE
77,0,NONE
78,0,NONE
79,0,NONE
80,0,NONE
81,0,NONE
82,0,NONE
83,0,NONE
84,0,NONE
85,0,NONE
86,0,NONE
87,0,NONE
88,0,NONE
89,0,NONE
90,0,NONE
91,0,NONE
92,0,NONE
93,0,NONE
94,0,NONE
